source,target
Kyle_MC - Transparent Tech,Greg - engage with research
Kyle_MC - Transparent tech,Golan - staring down the barrel
Kyle_MC - Transparent tech,Greg - engage with research
Kyle_MC - Transparent tech,Greg - Sharpening spears
Kyle_MC - Transparent tech,Julia - program or be programmed
Kyle_MC - Transparent tech,Julia - better tools
Kyle_MC - Transparent tech,Julia - power back to users
Kyle_MC - Transparent tech,Julian - change the way we see tech
Kyle_MC - Transparent tech,Julian - what's inside this thing
Kyle_MC - Transparent tech,Karsten - parallel processing
Kyle_MC - Transparent tech,Paola - Integrating with technology
Kyle_MC - Transparent tech,Regine - twitter, future
Kyle_MC - Transparent tech,Regine - imagining the future
Kyle_MC - vision, cameras,Elliot - kinect
Kyle_MC - Eyewriter,Chris - Eyewriter
Kyle_MC - Eyewriter,Golan - yellow tail
Kyle_MC - Eyewriter,Zach - Drawn1
Kyle_MC - Eyewriter,Zach - drawn2
Kyle_MC - Kinect,Elliot - kinect
Kyle_MC - Kinect,Elliot_UK - limitation 1
Kyle_MC - Kinect,Elliot_UK - limitations 2
Kyle_MC - Kinect,Theo - 3D sensing
Kyle_MC - kinect 2,Elliot - kinect
Kyle_MC - kinect 2,Elliot_UK - limitations 2
Kyle_MC - kinect 2,JTNimoy - Describe the Kinect
Kyle_MC - kinect 2,JTNimoy - increased the bandwidth
Kyle_MC - kinect 2,Theo - 3D sensing
Kyle_MC - beauty,Marius - Art world gave up on beauty
Kyle_MC - programmers vs artists,Zach - less demo
Kyle_MC - programmers vs artists,Philip - get an idea
Kyle_MC - programmers vs artists,Golan - useless, whimsical
Kyle_MC - Camera doesn't care if you're human,Greg - camera getting cheaper
Kyle_MC - Camera doesn't care if you're human,Greg - ubiquitous computing
Kyle_MC - Camera doesn't care if you're human,Greg - camera scaling up
Kyle_MC - Camera doesn't care if you're human,Greg - cameras scaling up
Kyle_MC - Camera doesn't care if you're human,Kyle_CH - RGBD
Kyle_MC - Camera doesn't care if you're human,Regine - future camera
Kyle_MC - uncanny,Greg - A.I.
Kyle_MC - Julian Oliver,JTNimoy - Unplugging
Kyle_MC - Julian Oliver,Julia - Who owns the internet?
Kyle_MC - Julian Oliver,Julian - city as operating system
Kyle_MC - Grab them ASAP,Greg - makematics1
Kyle_MC - Grab them ASAP,Casey - Infrastructures should be open
Kyle_MC - Grab them ASAP,Golan - Kyle
Lindsay - 319 scholes,Marcus - scaling up
Lindsay - meeting IRL,Greg - the "Like" button cascade
Lindsay - meeting IRL,JTNimoy - one of us
Lindsay - meeting IRL,Julia - strength of weak ties
Lindsay - meeting IRL,Kyle_CH - Social media performance
Lindsay - meeting IRL,Kyle_CH - virtual and identity
Lindsay - meeting IRL,Kyle_CH - coral reefs
Lindsay - meeting IRL,Kyle_MC - socially acceptable
Lindsay - meeting IRL,Paola - social media quicksand
Lindsay - meeting IRL,Jer - Desire to get together
Lindsay - meeting IRL,Julia - net friends
Lindsay - collective creativity,Casey - Style diffuses
Lindsay - collective creativity,Elliot_UK - Ideaspace
Lindsay - collective creativity,JTNimoy - originality
Lindsay - collective creativity,Karsten - dissemination
Lindsay - collective creativity,Kyle_CH - mainstreaming of fring visual culture
Lindsay - collective creativity,Maeda - Isn't it supposed to be new?
Lindsay - collective creativity,Karsten - memes
Lindsay - collective creativity,Aaron - recombination
Lindsay - collective creativity,Elliot_UK - Laying claim on ideas
Lindsay - memes 2,Aaron - recombination
Lindsay - memes 2,Binx - ar&&code
Lindsay - memes 2,Binx - skillshare
Lindsay - memes 2,Binx - learning
Lindsay - memes 2,Binx - learning with others
Lindsay - memes 2,Casey - Infrastructures should be open
Lindsay - memes 2,Casey - group teaching
Lindsay - memes 2,Chris - ethic of sharing
Lindsay - memes 2,Diederick - open frameworks
Lindsay - memes 2,Elliot_UK - Ideaspace
Lindsay - memes 2,Golan - finding a community
Lindsay - memes 2,Golan - Kyle
Lindsay - memes 2,Greg - community
Lindsay - memes 2,Jer - Desire to get together
Lindsay - memes 2,Jer - Thanks
Lindsay - memes 2,JTNimoy - 100 artists versus One
Lindsay - memes 2,JTNimoy - one of us
Lindsay - memes 2,JTNimoy - enough cooks
Lindsay - memes 2,Julia - community
Lindsay - memes 2,Julia - toward greater generosity
Lindsay - memes 2,Karsten - memes
Lindsay - memes 2,Karsten - becoming insular
Lindsay - memes 2,Kyle_CH - new generation
Lindsay - memes 2,Maeda - Processing community
Lindsay - memes 2,Marcus - community styles
Lindsay - memes 2,Marcus - new tricks
Lindsay - memes 2,Paola - generosity
Lindsay - memes 2,Paola - sharing
Lindsay - memes 2,Shantell - doingwithothers
Lindsay - memes 2,Shiffman - sharing
Lindsay - memes 2,Vera - What I like about this field
Lindsay - memes 2,Zach - at a festival
Lindsay - memes 2,Zach - printshop
Lindsay - memes 2,Zach - emailing the communnity
Lindsay - memes 2,Elliot_UK - Laying claim on ideas
Lindsay - online identity,Greg - the "Like" button cascade
Lindsay - online identity,Julia - strength of weak ties
Lindsay - online identity,Julia - net friends
Lindsay - online identity,Kyle_CH - Social media performance
Lindsay - online identity,Kyle_CH - virtual and identity
Lindsay - online identity,Kyle_MC - socially acceptable
Lindsay - online identity,Paola - social media quicksand
Lindsay - online identity,Kyle_CH - Avatars
Lindsay - death of technology,Karsten - atari emulation
Lindsay - death of technology,Maeda - do not resuscitate
Lindsay - death of technology,Karsten - archiving
Lindsay - death of technology,Kyle_CH - old server farms
Lindsay - death of technology,Kyle_CH - coral reefs
Lindsay - death of technology,Kyle_CH - Future life storage
Maeda - a computer is a clock,Shiffman - offers me a way to think
Maeda - a computer is a clock,Joel - Bicycles for the Mind
Maeda - do not resuscitate,Golan_AMA - first computer art
Maeda - do not resuscitate,JTNimoy - based on human mind
Maeda - do not resuscitate,Karsten - new media
Maeda - do not resuscitate,Karsten - obsolescence
Maeda - do not resuscitate,Karsten - atari emulation
Maeda - do not resuscitate,Lindsay - death of technology
Maeda - playful systems,Golan - playable image
Maeda - playful systems,Golan - instruments
Maeda - playful systems,Golan - Play
Maeda - playful systems,Shantell - big kid
Maeda - playful systems,Shantell - Kids
Maeda - playful systems,Shantell - group improvisation
Maeda - playful systems,Shantell - Future gesture
Maeda - playful systems,Theo - funky forest
Maeda - playful systems,Theo - Kids interacting
Maeda - playful systems,Theo - leaving a mark
Maeda - playful systems,Vera - Playing with a system
Maeda - reactive square,Golan - playable image
Maeda - reactive square,Theo - funky forest
Maeda - subversion,Zach - less demo
Maeda - subversion,Zach - more poetry, less demo
Maeda - Digital meets analog,Shantell - full circle
Maeda - Digital meets analog,Shantell - circularity
Maeda - Digital meets analog,Shantell - comes around
Maeda - Digital meets analog,Shantell - Future gesture
Maeda - People,Binx - changing the world
Maeda - simplicity and complexity,Jer - data visualization
Maeda - simplicity and complexity,Kyle_CH - don't underestimate traditional art
Maeda - simplicity and complexity,Shantell - simple
Maeda - simplicity and complexity,Jer - Good at understanding complexity
Maeda - How do computers help us to visualize information?,JTNimoy - increased the bandwidth
Maeda - How do computers help us to visualize information?,Karsten - parallel processing
Maeda - How do computers help us to visualize information?,Shiffman - genetics short 1
Maeda - How do computers help us to visualize information?,Shiffman - genetics short 2
Maeda - people are best communicators,Aaron - global communication
Maeda - people are best communicators,Karsten - changing behavior
Maeda - people are best communicators,Golan - listening post
Maeda - people are best communicators,Jer - data visualization
Maeda - people are best communicators,Jer - failure to communicate
Maeda - people are best communicators,Binx - frustrated about visualization
Maeda - last trick,Casey - branching off branching
Maeda - last trick,Casey - Ideally it goes beyond my imagination
Maeda - self expression,JTNimoy - thinking by doing
Maeda - self expression,Marius - these things are in my head
Maeda - self expression,Shantell - drawing with the computer
Maeda - self expression,Shantell - sharing
Maeda - self expression,Shiffman - what computers can do
Maeda - Isn't it supposed to be new?,Aaron - recombination
Maeda - Isn't it supposed to be new?,Elliot_UK - Laying claim on ideas
Maeda - Isn't it supposed to be new?,Golan - formalism
Maeda - Isn't it supposed to be new?,Julia - aesthetic value
Maeda - Isn't it supposed to be new?,Julia - new and interesting
Maeda - Isn't it supposed to be new?,Julia - medium of our time
Maeda - Isn't it supposed to be new?,Julian - toolkit culture
Maeda - Isn't it supposed to be new?,Karsten - dissemination
Maeda - Isn't it supposed to be new?,Karsten - memes
Maeda - Isn't it supposed to be new?,Lindsay - collective creativity
Maeda - Isn't it supposed to be new?,Paola - beauty in exile
Maeda - Isn't it supposed to be new?,Philip - young medium
Maeda - Isn't it supposed to be new?,Theo - newness
Maeda - Isn't it supposed to be new?,Golan - easy beauty
Maeda - Isn't it supposed to be new?,JTNimoy - originality
Maeda - Isn't it supposed to be new?,Marcus - scaling up
Maeda - Isn't it supposed to be new?,Casey - Style diffuses
Maeda - Aesthetics and Computation group,Casey - Programming at 26
Maeda - Aesthetics and Computation group,Elliot_UK - Laying claim on ideas
Maeda - Aesthetics and Computation group,Golan - MIT
Maeda - Aesthetics and Computation group,Golan - ACG
Maeda - Aesthetics and Computation group,Golan - people at MIT
Maeda - Aesthetics and Computation group,Golan - ACG3
Maeda - Aesthetics and Computation group,Golan - pedagogical impulse
Maeda - Aesthetics and Computation group,Nervous_Jessica - John Maeda
Maeda - Aesthetics and Computation group,Shiffman - Magnets
Maeda - not a big deal,Golan - people like myself
Maeda - not a big deal,Golan - ACG
Maeda - Design by Numbers,Casey - Birth of processing
Maeda - Design by Numbers,Golan - administrating versus making
Maeda - Design by Numbers,Jer - Toxi: gurus
Maeda - Design by Numbers,Zach - Open Frameworks 3
Maeda - Processing,Nervous_Jessica - John Maeda
Maeda - Processing,Casey - Design by numbers to processing
Maeda - Processing toolkit,Aaron - sharing
Maeda - Processing toolkit,Aaron - exquisite forest
Maeda - Processing toolkit,Casey - Infrastructures should be open
Maeda - Processing toolkit,Chris - remote collaboration
Maeda - Processing toolkit,Chris - ethic of sharing
Maeda - Processing toolkit,Golan - Kyle
Maeda - Processing toolkit,Golan - closed source mistake
Maeda - Processing toolkit,Golan - limits to sharing
Maeda - Processing toolkit,Golan - hackathons2
Maeda - Processing toolkit,Jer - Making a tool
Maeda - Processing toolkit,Jer - Desire to get together
Maeda - Processing toolkit,Jer - Software1
Maeda - Processing toolkit,Jer - Software2
Maeda - Processing toolkit,Jer - Post-capitalism
Maeda - Processing toolkit,Jer - post-capitalism2
Maeda - Processing toolkit,Joel - advertising
Maeda - Processing toolkit,Joel - CocoCola
Maeda - Processing toolkit,JTNimoy - open source mensch
Maeda - Processing toolkit,JTNimoy - enough cooks
Maeda - Processing toolkit,Julia - museum, emotion
Maeda - Processing toolkit,Julia - open source and ego
Maeda - Processing toolkit,Julia - can't be solitary
Maeda - Processing toolkit,Julia - open source
Maeda - Processing toolkit,Julia - need for collaboration
Maeda - Processing toolkit,Julian - open source
Maeda - Processing toolkit,Julian - mixing code
Maeda - Processing toolkit,Karsten - processing
Maeda - Processing toolkit,Karsten - toxiclibs
Maeda - Processing toolkit,Karsten - becoming insular
Maeda - Processing toolkit,Kyle_CH - open source
Maeda - Processing toolkit,Marcus - economics question
Maeda - Processing toolkit,Nervous_Jesse - limiting open source
Maeda - Processing toolkit,Nervous_Jesse - Open source education
Maeda - Processing toolkit,Paola - generosity
Maeda - Processing toolkit,Philip - if I had Processing in school
Maeda - Processing toolkit,Shiffman - sharing
Maeda - Processing toolkit,Shiffman - Open Source Contract
Maeda - Processing toolkit,Shiffman - problem solving
Maeda - Processing toolkit,Theo - open frameworks
Maeda - Processing toolkit,Theo - development feedback,
Maeda - Processing toolkit,Zach - debugging
Maeda - Processing toolkit,Zach - printshop
Maeda - Processing toolkit,Zach - decompiling
Maeda - Processing toolkit,Zach - processing, publishing
Maeda - Processing toolkit,Casey - Ideally it goes beyond my imagination
Maeda - Processing toolkit,Casey - branching off branching
Maeda - Processing toolkit,Golan - would be boring
Maeda - ACU part 1,Karsten - becoming insular
Maeda - ACU part 1,Theo - open frameworks
Maeda - ACU part 1,Theo - development feedback,
Maeda - ACU p 2,Karsten - becoming insular
Maeda - ACU p 2,Theo - open frameworks
Maeda - ACU p 2,Theo - development feedback,
Maeda - ACU p 2,Zach - Open Frameworks 1
Maeda - sharing for collective advancement,Greg - community
Maeda - passing the baton,Golan - Kyle
Maeda - passing the baton,Jer - Toxi: gurus
Maeda - mentors,Golan - Kyle
Maeda - Life in four quarters,Shantell - Goals
Maeda - I can still draw,Nervous_Jessica - Can't draw
Maeda - I can still draw,Shantell - drawing with the computer
Maeda - I can still draw,Shantell - take the line further
Maeda - How do you relate to people?,Binx - digestibility
Maeda - How do you relate to people?,Julia - work in context
Maeda - How do you relate to people?,Regine - elitist and their gadgets
Maeda - How do you relate to people?,Jer - lives being documented through data
Maeda - How do you relate to people?,Greg - the "Like" button cascade
Maeda - How do you relate to people?,Binx - tool for others
Maeda - distraction and focus,Shantell - simple
Maeda - distraction and focus,Marius - new tools change perception
Maeda - Design in the foreground,Golan_AMA - singularity
Maeda - Design in the foreground,Julian - journey to the moon
Maeda - Design in the foreground,Binx - art and culture
Maeda - Design in the foreground,Paola - Designers
Maeda - Design in the foreground,Paola - should be useful
Maeda - Art is asking questions, design is making solutions,Paola - Designers
Maeda - Digital divide,Shantell - full circle
Maeda - Digital divide,Shantell - circularity
Maeda - Digital divide,Shantell - comes around
Maeda - Digital divide,Shantell - Coding gesturally
Maeda - Digital divide,Shantell - Future gesture
Maeda - New media,Golan_AMA - first computer art
Maeda - New media,JTNimoy - based on human mind
Maeda - New media,Karsten - new media
Maeda - New media,Karsten - obsolescence
Maeda - New media,Karsten - atari emulation
Maeda - old and new,Greg - object oriented ontology 3
Maeda - old and new,JTNimoy - immersion
Maeda - old and new,JTNimoy - Pickle
Maeda - old and new,Theo - newness
Maeda - own the tool,Karsten - why don't we learn?
Maeda - own the tool,Karsten - code as way of knowing
Maeda - Artist coders coder artists,Golan - ACG
Maeda - Artist coders coder artists,Nervous_Jessica - John Maeda
Maeda - Processing community,Binx - skillshare
Maeda - Processing community,Binx - learning
Maeda - Processing community,Binx - learning with others
Maeda - Processing community,Casey - Infrastructures should be open
Maeda - Processing community,Casey - group teaching
Maeda - Processing community,Chris - ethic of sharing
Maeda - Processing community,Diederick - open frameworks
Maeda - Processing community,Golan - Kyle
Maeda - Processing community,Golan - closed source mistake
Maeda - Processing community,Golan - limits to sharing
Maeda - Processing community,Greg - community
Maeda - Processing community,Jer - Making a tool
Maeda - Processing community,Jer - Desire to get together
Maeda - Processing community,Jer - Thanks
Maeda - Processing community,Jer - Post-capitalism
Maeda - Processing community,Jer - post-capitalism2
Maeda - Processing community,JTNimoy - open source mensch
Maeda - Processing community,JTNimoy - enough cooks
Maeda - Processing community,Julia - open source and ego
Maeda - Processing community,Julia - can't be solitary
Maeda - Processing community,Julia - toward greater generosity
Maeda - Processing community,Julia - open source
Maeda - Processing community,Julia - need for collaboration
Maeda - Processing community,Karsten - becoming insular
Maeda - Processing community,Kyle_CH - new generation
Maeda - Processing community,Lindsay - memes 2
Maeda - Processing community,Marcus - economics question
Maeda - Processing community,Paola - generosity
Maeda - Processing community,Paola - sharing
Maeda - Processing community,Shiffman - sharing
Maeda - Processing community,Shiffman - Open Source Contract
Maeda - Processing community,Shiffman - problem solving
Maeda - Processing community,Zach - at a festival
Maeda - Processing community,Zach - printshop
Maeda - Processing community,Zach - decompiling
Maeda - Processing community,Zach - emailing the communnity
Maeda - post digital,Shantell - full circle
Maeda - All about the why?,Paola - should be useful
Maeda - Slurpies and pizza,Greg - object oriented ontology 3
Maeda - Slurpies and pizza,JTNimoy - immersion
Maeda - Slurpies and pizza,JTNimoy - Pickle
Maeda - Slurpies and pizza,Sophy - Where's the best hamburger?
Maeda - Clouds,Karsten - infinite conversation
Maeda - Clouds,Binx - face data
Maeda - Clouds,Casey - It's not cinema not a game
Maeda - recording appalachian music,Zach - hide the tech
Maeda - Coding for humanity,Zach - programming 2
Marcus - skating to coding,Binx - Background
Marcus - skating to coding,Shantell - Live performance,
Marcus - community styles,Casey - Style diffuses
Marcus - community styles,Golan - finding a community
Marcus - community styles,Jer - Desire to get together
Marcus - community styles,Julia - community
Marcus - community styles,Lindsay - memes 2
Marcus - community styles,Vera - What I like about this field
Marcus - community styles,Jer - fireflies
Marcus - community styles,Binx - learning with others
Marcus - community styles,JTNimoy - one of us
Marcus - Audiovisual glue,Kyle_CH - Casey Reas Music Visualizations
Marcus - Audiovisual glue,Marius - reach your visual cortex
Marcus - Audiovisual glue,Philip - what we do
Marcus - Audiovisual glue,Philip - audiovisual gigs
Marcus - Audiovisual glue,Shantell - Live performance,
Marcus - Audiovisual glue,Golan - playable image
Marcus - Audiovisual glue,Shantell - drawing with noise
Marcus - Audiovisual glue,Golan - audiovisual concept
Marcus - gurus,Binx - skillshare
Marcus - gurus,Binx - learning
Marcus - gurus,Binx - learning with others
Marcus - gurus,Binx - hybridity
Marcus - gurus,Binx - Background
Marcus - gurus,Binx - there was no degree
Marcus - gurus,Golan - Kyle
Marcus - gurus,Greg - community
Marcus - gurus,Jer - Toxi: gurus
Marcus - gurus,Karsten - Paul Burke
Marcus - emergence,Casey - Systems theory
Marcus - emergence,Casey - emergence
Marcus - emergence,Casey - Computer as collaborator
Marcus - emergence,Golan - woah
Marcus - emergence,Jer - Pattern
Marcus - emergence,Karolina - Ocean as metaphor
Marcus - emergence,Marius - keeping the door open
Marcus - emergence,Nervous_Jesse - organic process
Marcus - emergence,Nervous_Jesse - our explorations are random
Marcus - emergence,Nervous_Jessica - biocomputer
Marcus - emergence,Shiffman - Magnets
Marcus - emergence,Shiffman - Games
Marcus - emergence,Shiffman - building a universe
Marcus - emergence,Shiffman - programming the universe
Marcus - emergence,Shiffman - how far could we get?
Marcus - emergence,Shiffman - nature of code p.2 shorter
Marcus - emergence,Vera - Playing with a system
Marcus - emergence,Vera - Digital life forms
Marcus - emergence,Casey - What is emergence?
Marcus - emergence,Golan - woah2
Marcus - emergence,Golan - would be boring
Marcus - emergence,Shiffman - There's an element of surprise
Marcus - emergence,Theo - magic
Marcus - emergence,Philip - with programming you can do whatever
Marcus - emergence,Philip - couldn't do this with actual water
Marcus - Sims,Casey - Systems theory
Marcus - Sims,Casey - Computer as collaborator
Marcus - Sims,Casey - What is emergence?
Marcus - Sims,Golan - woah
Marcus - Sims,Golan - woah2
Marcus - Sims,Jer - Pattern
Marcus - Sims,Karolina - Ocean as metaphor
Marcus - Sims,Karolina - Everything
Marcus - Sims,Marius - algorithms as a parameter space
Marcus - Sims,Marius - parameter space
Marcus - Sims,Marius - keeping the door open
Marcus - Sims,Nervous_Jesse - organic process
Marcus - Sims,Nervous_Jessica - biocomputer
Marcus - Sims,Shiffman - nature of code p.2 shorter
Marcus - Sims,Vera - Playing with a system
Marcus - Sims,Shiffman - Games
Marcus - Sims,Karolina - system metaphor
Marcus - simulation to stories,Aaron - mini-brains 2
Marcus - simulation to stories,Aaron - story medium
Marcus - simulation to stories,Aaron - autonomous storytellers
Marcus - simulation to stories,Aaron - exquisite forest
Marcus - simulation to stories,Casey - Developing a microworld
Marcus - simulation to stories,Greg - visual effects
Marcus - simulation to stories,Karolina - motion story,
Marcus - simulation to stories,Karolina - interactive tableau
Marcus - simulation to stories,Karolina - suspension of disbelief
Marcus - simulation to stories,Kyle_CH - storytelling
Marcus - simulation to stories,Philip - programming the river
Marcus - simulation to stories,Philip - toxi's physics
Marcus - simulation to stories,Philip - couldn't do this with actual water
Marcus - simulation to stories,Philip - all the points can flush
Marcus - simulation to stories,Shiffman - Marker 8
Marcus - simulation to stories,Shiffman - Nature of code p. 2
Marcus - simulation to stories,Shiffman - building a universe
Marcus - simulation to stories,Shiffman - programming the universe
Marcus - simulation to stories,Shiffman - how far could we get?
Marcus - simulation to stories,Shiffman - Constraints,
Marcus - simulation to stories,Shiffman - Nature of Code
Marcus - simulation to stories,Shiffman - nature of code p.2 shorter
Marcus - simulation to stories,Theo - magic
Marcus - simulation to stories,Vera - Energy Flow1
Marcus - simulation to stories,Vera - Energy Flow2
Marcus - simulation to stories,Vera - Accessibility through strories
Marcus - simulation to stories,Vera - having a protagonist
Marcus - simulation to stories,Karolina - Journey
Marcus - energy flow,Aaron - mini-brains 2
Marcus - energy flow,Aaron - story medium
Marcus - energy flow,Aaron - autonomous storytellers
Marcus - energy flow,Aaron - exquisite forest
Marcus - energy flow,Aaron - exquisite forest 3
Marcus - energy flow,Karolina - motion story,
Marcus - energy flow,Karolina - interactive tableau
Marcus - energy flow,Karolina - suspension of disbelief
Marcus - energy flow,Karolina - uncanny/sniff
Marcus - energy flow,Karolina - Journey
Marcus - energy flow,Kyle_CH - storytelling
Marcus - energy flow,Philip - all the points can flush
Marcus - energy flow,Theo - funky forest
Marcus - energy flow,Vera - Energy Flow1
Marcus - energy flow,Vera - having a protagonist
Marcus - energy flow,Vera - Accessibility through strories
Marcus - energy flow,Zach - drawn2
Marcus - energy flow,Greg - visual effects
Marcus - energy flow,Casey - Something new, totally engrossing
Marcus - energy flow,Casey - It's not cinema not a game
Marcus - energy flow,Vera - Energy Flow2
Marcus - energy flow_riot,Aaron - mini-brains 2
Marcus - energy flow_riot,Aaron - story medium
Marcus - energy flow_riot,Aaron - autonomous storytellers
Marcus - energy flow_riot,Aaron - exquisite forest
Marcus - energy flow_riot,Binx - digestibility
Marcus - energy flow_riot,Casey - What is emergence?
Marcus - energy flow_riot,Casey - You need noise
Marcus - energy flow_riot,Greg - visual effects
Marcus - energy flow_riot,Jer - Pattern
Marcus - energy flow_riot,Julian - city as operating system
Marcus - energy flow_riot,Karolina - motion story,
Marcus - energy flow_riot,Karolina - interactive tableau
Marcus - energy flow_riot,Karolina - suspension of disbelief
Marcus - energy flow_riot,Karolina - Journey
Marcus - energy flow_riot,Kyle_CH - storytelling
Marcus - energy flow_riot,Nervous_Jessica - biocomputer
Marcus - energy flow_riot,Philip - all the points can flush
Marcus - energy flow_riot,Shiffman - Games
Marcus - energy flow_riot,Shiffman - nature of code p.2 shorter
Marcus - energy flow_riot,Vera - Energy Flow1
Marcus - energy flow_riot,Vera - having a protagonist
Marcus - energy flow_riot,Vera - Accessibility through strories
Marcus - energy flow_riot,Karolina - Ocean as metaphor
Marcus - energy flow_riot,Vera - Energy Flow2
Marcus - visual culture evoling,Casey - Style diffuses
Marcus - scaling up,Binx - art and culture
Marcus - scaling up,Lindsay - 319 scholes
Marcus - scaling up,Regine - doesn't matter as long as it's good
Marcus - scaling up,Casey - pushing software beyond
Marcus - audience,Aaron - mini-brains 2
Marcus - audience,Aaron - story medium
Marcus - audience,Aaron - autonomous storytellers
Marcus - audience,Aaron - exquisite forest
Marcus - audience,Greg - visual effects
Marcus - audience,Karolina - Journey
Marcus - audience,Kyle_CH - storytelling
Marcus - audience,Vera - Energy Flow1
Marcus - audience,Vera - Energy Flow2
Marcus - audience,Vera - having a protagonist
Marcus - audience,Vera - Accessibility through strories
Marcus - modeling consciousness,Kyle_CH - storytelling
Marcus - modeling consciousness,Kyle_CH - Modeling consciousness
Marcus - modeling consciousness,Kyle_CH - modeling consciousness 2
Marcus - modeling consciousness,Philip - all the points can flush
Marcus - modeling consciousness,Greg - A.I.
Marcus - modeling consciousness,Nervous_Jessica - biocomputer
Marcus - modeling consciousness,JTNimoy - performance1
Marcus - Epic Games predictions,Aaron - exchange of ideas drives progress
Marcus - Epic Games predictions,Binx - technoutopian
Marcus - Epic Games predictions,Binx - changing the world
Marcus - Epic Games predictions,Golan_AMA - singularity
Marcus - Epic Games predictions,Greg - A.I.
Marcus - Epic Games predictions,Karolina - system metaphor
Marcus - Epic Games predictions,Kyle_CH - Modeling consciousness
Marcus - Epic Games predictions,Kyle_CH - modeling consciousness 2
Marcus - Epic Games predictions,Shiffman - Games
Marcus - economics question,Aaron - sheep market 2
Marcus - economics question,Casey - Infrastructures should be open
Marcus - economics question,Chris - ethic of sharing
Marcus - economics question,Golan - Kyle
Marcus - economics question,Golan - closed source mistake
Marcus - economics question,Golan - limits to sharing
Marcus - economics question,Jer - Making a tool
Marcus - economics question,Jer - Software1
Marcus - economics question,Jer - post-capitalism2
Marcus - economics question,JTNimoy - enough cooks
Marcus - economics question,Julia - open source and ego
Marcus - economics question,Julia - can't be solitary
Marcus - economics question,Julia - open source
Marcus - economics question,Julia - need for collaboration
Marcus - economics question,Karsten - becoming insular
Marcus - economics question,Maeda - Processing community
Marcus - economics question,Paola - generosity
Marcus - economics question,Shiffman - sharing
Marcus - economics question,Shiffman - Open Source Contract
Marcus - economics question,Zach - printshop
Marcus - economics question,Zach - decompiling
Marcus - economics question,Jer - Post-capitalism
Marcus - economics question,Jer - Software2
Marcus - call to action,JTNimoy - Cortex
Marcus - electronic music influence,Kyle_CH - Casey Reas Music Visualizations
Marcus - electronic music influence,Philip - audiovisual gigs
Marcus - electronic music influence,Shantell - Live performance,
Marcus - electronic music influence,Golan - playable image
Marcus - electronic music influence,Marius - reach your visual cortex
Marcus - new tricks,Casey - Style diffuses
Marcus - new tricks,Golan - finding a community
Marcus - new tricks,Jer - Desire to get together
Marcus - new tricks,Julia - community
Marcus - new tricks,Lindsay - memes 2
Marcus - new tricks,Vera - What I like about this field
Marcus - new tricks,Casey - People would pop up
Marcus - lego bricks,Casey - Systems theory
Marcus - lego bricks,Casey - Computer as collaborator
Marcus - lego bricks,Casey - What is emergence?
Marcus - lego bricks,Golan - woah
Marcus - lego bricks,Golan - woah2
Marcus - lego bricks,Jer - Pattern
Marcus - lego bricks,Karolina - system metaphor
Marcus - lego bricks,Karolina - Ocean as metaphor
Marcus - lego bricks,Karolina - Everything
Marcus - lego bricks,Marius - algorithms as a parameter space
Marcus - lego bricks,Marius - parameter space
Marcus - lego bricks,Marius - keeping the door open
Marcus - lego bricks,Nervous_Jesse - organic process
Marcus - lego bricks,Nervous_Jessica - biocomputer
Marcus - lego bricks,Shiffman - nature of code p.2 shorter
Marcus - lego bricks,Shiffman - Games
Marcus - lego bricks,Vera - Playing with a system
Marcus - code for storytelling,Aaron - mini-brains 2
Marcus - code for storytelling,Aaron - story medium
Marcus - code for storytelling,Aaron - autonomous storytellers
Marcus - code for storytelling,Aaron - exquisite forest
Marcus - code for storytelling,Casey - Tree of Life
Marcus - code for storytelling,Greg - visual effects
Marcus - code for storytelling,Karolina - motion story,
Marcus - code for storytelling,Karolina - interactive tableau
Marcus - code for storytelling,Karolina - suspension of disbelief
Marcus - code for storytelling,Karolina - Journey
Marcus - code for storytelling,Kyle_CH - storytelling
Marcus - code for storytelling,Philip - all the points can flush
Marcus - code for storytelling,Sophy - nonlinearity
Marcus - code for storytelling,Vera - Energy Flow1
Marcus - code for storytelling,Vera - Energy Flow2
Marcus - code for storytelling,Vera - having a protagonist
Marcus - code for storytelling,Vera - Accessibility through strories
Marius - algorithms as a parameter space,Golan - woah
Marius - algorithms as a parameter space,Golan - woah2
Marius - algorithms as a parameter space,Golan - would be boring
Marius - algorithms as a parameter space,Marcus - Sims
Marius - algorithms as a parameter space,Marcus - lego bricks
Marius - algorithms as a parameter space,Nervous_Jesse - understanding to control 4
Marius - algorithms as a parameter space,Shantell - luck
Marius - algorithms as a parameter space,Shantell - Sharing creates luck
Marius - algorithms as a parameter space,Shiffman - There's an element of surprise
Marius - these things are in my head,Binx - hackathon
Marius - these things are in my head,Binx - ar&&code
Marius - these things are in my head,JTNimoy - thinking by doing
Marius - these things are in my head,JTNimoy - one of us
Marius - these things are in my head,Maeda - self expression
Marius - these things are in my head,Shiffman - There's an element of surprise
Marius - these things are in my head,Sophy - avatar1
Marius - Continuous process of exploration,Philip - with programming you can do whatever
Marius - gardening,Casey - You need noise
Marius - gardening,Nervous_Jesse - our explorations are random
Marius - gardening,Marcus - emergence
Marius - gardening,Marcus - lego bricks
Marius - constraining randomness,Nervous_Jesse - organic process
Marius - constraining randomness,Nervous_Jesse - understanding to control 4
Marius - constraining randomness,Nervous_Jesse - our explorations are random
