source,target
Maeda - passing the baton,Zach - work with Golan
Maeda - passing the baton,Zach - working with golan 2
Maeda - mentors,Golan - administrating versus making
Maeda - mentors,Jer - Toxi: gurus
Maeda - Forever,Zach - work with Golan
Maeda - Forever,Zach - working with golan 2
Maeda - Glad to be alive,,Bruce - what gets you out of bed
Maeda - Glad to be alive,,Bruce - find the inner wellspring
Maeda - Life in four quarters,Bruce - what gets you out of bed
Maeda - Life in four quarters,Bruce - find the inner wellspring
Maeda - Life in four quarters,Bruce - creativity in old age
Maeda - Life in four quarters,Shantell - Goals
Maeda - I can still draw,Nervous_Jessica - Can't draw
Maeda - I can still draw,Shantell - drawing with the computer
Maeda - I can still draw,Shantell - take the line further
Maeda - How do I balance these personas?,Golan - sad not to be making
Maeda - How do I balance these personas?,Golan - administrating versus making
Maeda - How do you relate to people?,Jen - self and other
Maeda - How do you relate to people?,Julia - work in context
Maeda - How do you relate to people?,Julia - what is it doing to us
Maeda - How do you relate to people?,Regine - elitist and their gadgets
Maeda - How do you relate to people?,Zach - hide the tech
Maeda - distraction and focus,Jen - sitting in front of a computer
Maeda - distraction and focus,Jen - immersion of reading
Maeda - distraction and focus,Kyle_MC - People staring at screens 1
Maeda - distraction and focus,Lauren - Virtual tension 1
Maeda - distraction and focus,Lauren - Virtual tension 2
Maeda - distraction and focus,Lauren - desires to connect
Maeda - distraction and focus,Lauren - modern distraction
Maeda - distraction and focus,Martin - Net art
Maeda - distraction and focus,Martin - looking at art
Maeda - distraction and focus,Martin - short attention span
Maeda - distraction and focus,Paola - social media quicksand
Maeda - distraction and focus,Shantell - simple
Maeda - Art is asking questions, design is making solutions,Paola - should be useful
Maeda - Art is asking questions, design is making solutions,Regine - ineffectual art
Maeda - Digital divide,Casey - teaching at UCLA
Maeda - Digital divide,Lauren - real and virtual 2
Maeda - Digital divide,Shantell - full circle
Maeda - Digital divide,Shantell - circularity
Maeda - Digital divide,Shantell - comes around
Maeda - New media,Bruce - It's an old thing
Maeda - New media,Bruce - Fax machine
Maeda - New media,Bruce - unstable mileau of media art
Maeda - New media,Bruce - Computer art takes flight
Maeda - New media,Casey - old media
Maeda - New media,Casey - learning from precursors
Maeda - New media,Golan - raytraced spheres
Maeda - New media,Higa - not sharing its a backup
Maeda - New media,Karsten - obsolescence
Maeda - New media,Karsten - atari emulation
Maeda - New media,Shiffman - what do you archive?
Maeda - New media,Theo - eyebeam R&D
Maeda - old and new,Bruce - It's an old thing
Maeda - old and new,Bruce - Fax machine
Maeda - old and new,Bruce - unstable mileau of media art
Maeda - old and new,Casey - learning from precursors
Maeda - old and new,Higa - not sharing its a backup
Maeda - old and new,Julia - new and interesting
Maeda - old and new,Karsten - new media
Maeda - old and new,Karsten - obsolescence
Maeda - old and new,Kyle_CH - erase distinctions
Maeda - old and new,Regine - doesn't matter as long as it's good
Maeda - old and new,Shiffman - what do you archive?
Maeda - old and new,Theo - new media and old media,
Maeda - old and new,Theo - eyebeam R&D
Maeda - People you're meeting,,Jer - everyday experience
Maeda - People you're meeting,,Jer - active not interactive
Maeda - People you're meeting,,JTNimoy - relating
Maeda - People you're meeting,,Julia - human in tech
Maeda - People you're meeting,,Lauren - desires to connect
Maeda - People you're meeting,,Lauren - desire to get together
Maeda - own the tool,Casey - teaching at UCLA
Maeda - own the tool,Karsten - why don't we learn?
Maeda - own the tool,Karsten - code as way of knowing
Maeda - own the tool,Joel - Bicycles2
Maeda - Artist coders coder artists,Binx - hybridity
Maeda - Artist coders coder artists,Binx - Background
Maeda - Artist coders coder artists,Binx - there was no degree
Maeda - Artist coders coder artists,Bruce - Parametric vs Generative
Maeda - Artist coders coder artists,Casey - Borrowing from culture
Maeda - Artist coders coder artists,Golan - hybridity
Maeda - Artist coders coder artists,Golan - hybridity2
Maeda - Artist coders coder artists,Golan - ACG
Maeda - Artist coders coder artists,Marius - jumping from medium to medium
Maeda - Processing community,Aaron - sharing
Maeda - Processing community,Binx - learning with others
Maeda - Processing community,Casey - Processing open
Maeda - Processing community,Casey - group teaching
Maeda - Processing community,Higa - committed to community
Maeda - Processing community,Higa - not sharing its a backup
Maeda - Processing community,Higa - 
Maeda - Processing community,Higa - thick wall
Maeda - Processing community,Higa - sharing accidently 1
Maeda - Processing community,Higa - sharing accidently 2
Maeda - Processing community,Jer - Making a tool
Maeda - Processing community,Julia - open source and ego
Maeda - Processing community,Julia - can't be solitary
Maeda - Processing community,Julia - toward greater generosity 1
Maeda - Processing community,Kyle_CH - new generation
Maeda - Processing community,Lindsay - memes 2
Maeda - Processing community,Marcus - economics question
Maeda - Processing community,Paola - generosity
Maeda - Processing community,Paola - code ant farm
Maeda - Processing community,Shiffman - sharing
Maeda - Processing community,Shiffman - Open Source Contract
Maeda - Processing community,Zach - at a festival
Maeda - Processing community,Zach - open source challenge
Maeda - Processing community,Zach - Open Frameworks 1
Maeda - Processing community,Zach - emailing the communnity
Maeda - Processing community,Chris - EthicOfSharing
Maeda - Processing community,Diederick - worldwillbecomebetter
Maeda - Processing community,Intro - Collaboration
Maeda - Processing community,Intro - Sharing
Maeda - Processing community,LIA - Sandcastles
Maeda - Processing community,LIA - SkepticismAboutOpenSource
Maeda - Processing community,LIA - helldotcom
Maeda - Slurpies and pizza,Greg - object oriented ontology 3
Maeda - Slurpies and pizza,JTNimoy - immersion
Maeda - Slurpies and pizza,Sophy - Where's the best hamburger?
Maeda - Clouds,Binx - face data
Maeda - Clouds,Jen - in the movie
Maeda - Clouds,JTNimoy - performance1
Maeda - Clouds,Karsten - infinite conversation
Maeda - recording appalachian music,Jer - spoken word
Maeda - Coding for humanity,Higa - working all night
Maeda - Coding for humanity,Julia - human in tech
Maeda - Coding for humanity,Julia - what is it doing to us
Marcus - skating to coding,Binx - Background
Marcus - skating to coding,Bruce - Tidepools
Marcus - skating to coding,Zach - nerd art center
Marcus - community styles,Bruce - All of a sudden...
Marcus - community styles,Bruce - Tidepools
Marcus - community styles,Bruce - Trendier than thou
Marcus - community styles,Casey - Style diffuses
Marcus - community styles,Golan - finding a community
Marcus - community styles,Higa - only meets pure geeks
Marcus - community styles,Julia - community
Marcus - community styles,Lindsay - memes 2
Marcus - community styles,Vera - What I like about this field
Marcus - community styles,Zach - nerd art center
Marcus - community styles,Damion - SmallCommunity
Marcus - community styles,LIA - helldotcom
Marcus - Audiovisual glue,Bruce - Eno 2
Marcus - Audiovisual glue,Golan - playable image
Marcus - Audiovisual glue,Higa - sound and video
Marcus - Audiovisual glue,Kyle_CH - Casey Reas Music Visualizations
Marcus - Audiovisual glue,Marius - reach your visual cortex
Marcus - Audiovisual glue,Philip - what we do
Marcus - Audiovisual glue,Philip - audiovisual gigs
Marcus - Audiovisual glue,Shantell - drawing with noise
Marcus - Audiovisual glue,Elliot - Audiovisuals
Marcus - Audiovisual glue,Intro - AudioVisualization
Marcus - Audiovisual glue,LIA - audiovisualization
Marcus - gurus,Jer - Toxi: gurus
Marcus - gurus,Karsten - Paul Burke
Marcus - gurus,Maeda - sharing for collective advancement
Marcus - gurus,Patricio - Learning through others
Marcus - gurus,Patricio - Transmitting knowledge
Marcus - gurus,Patricio - Mentors
Marcus - emergence,Casey - emergence
Marcus - emergence,Casey - What is emergence?
Marcus - emergence,Casey - Developing a microworld
Marcus - emergence,Higa - collaboration with machines 1
Marcus - emergence,Higa - collaboration with machines 2
Marcus - emergence,Marius - constraining randomness
Marcus - emergence,Marius - keeping the door open
Marcus - emergence,Nervous_Jesse - our explorations are random
Marcus - emergence,Patricio - Building Universes 2
Marcus - emergence,Ramsey - Conway 1
Marcus - emergence,Ramsey - emergence from simple rules
Marcus - emergence,Ramsey - New Kind of Science
Marcus - emergence,Ramsey - elegant system
Marcus - emergence,Shiffman - Games
Marcus - emergence,Shiffman - how far could we get?
Marcus - emergence,Theo - magic
Marcus - emergence,Vera - Digital life forms
Marcus - emergence,LIA - VisualizeAnIdea
Marcus - Sims,Andres - soft systems 1
Marcus - Sims,Casey - What is emergence?
Marcus - Sims,Higa - collaboration with machines 1
Marcus - Sims,Higa - collaboration with machines 2
Marcus - Sims,Karolina - system metaphor
Marcus - Sims,Marius - algorithms as parameter space
Marcus - Sims,Marius - keeping the door open
Marcus - Sims,Ramsey - emergence from simple rules
Marcus - Sims,Ramsey - elegant system
Marcus - Sims,Shiffman - Games
Marcus - simulation to stories,Aaron - story medium
Marcus - simulation to stories,Bruce - Fountain pen
Marcus - simulation to stories,Casey - Something new, totally engrossing
Marcus - simulation to stories,Jen - telling stories to engage
Marcus - simulation to stories,Karolina - Journey
Marcus - simulation to stories,Kevin - algo stories 1
Marcus - simulation to stories,Kevin - algo stories 2
Marcus - simulation to stories,Shiffman - NOC 3
Marcus - simulation to stories,Vera - Energy Flow1
Marcus - simulation to stories,Vera - Accessibility through strories
Marcus - simulation to stories,LIA - VisualizeAnIdea
Marcus - energy flow,Aaron - mini-brains
Marcus - energy flow,Aaron - autonomous storytellers
Marcus - energy flow,Bruce - Fountain pen
Marcus - energy flow,Casey - Something new, totally engrossing
Marcus - energy flow,Jen - telling stories to engage
Marcus - energy flow,Karolina - motion story,
Marcus - energy flow,Karolina - Journey
Marcus - energy flow,Kevin - Acknolwedgement of artifice
Marcus - energy flow,Kevin - algo stories 1
Marcus - energy flow,Kevin - algo stories 2
Marcus - energy flow,Kyle_CH - storytelling
Marcus - energy flow,Vera - Energy Flow1
Marcus - energy flow,Vera - Energy Flow2
Marcus - energy flow,Vera - having a protagonist
Marcus - energy flow,Vera - Accessibility through strories
Marcus - energy flow_riot,Bruce - Fountain pen
Marcus - energy flow_riot,Casey - Something new, totally engrossing
Marcus - energy flow_riot,Higa - collaboration with machines 1
Marcus - energy flow_riot,Higa - collaboration with machines 2
Marcus - energy flow_riot,Julian - city as operating system
Marcus - energy flow_riot,Karolina - motion story,
Marcus - energy flow_riot,Karolina - Journey
Marcus - energy flow_riot,Kevin - Acknolwedgement of artifice
Marcus - energy flow_riot,Kevin - algo stories 1
Marcus - energy flow_riot,Kevin - algo stories 2
Marcus - energy flow_riot,Vera - Energy Flow1
Marcus - energy flow_riot,Vera - Energy Flow2
Marcus - energy flow_riot,Vera - having a protagonist
Marcus - energy flow_riot,Vera - Accessibility through strories
Marcus - energy flow_riot,LIA - VisualizeAnIdea
Marcus - visual culture evoling,Bruce - Trendier than thou
Marcus - visual culture evoling,Casey - Borrowing from culture
Marcus - scaling up,Binx - art and culture
Marcus - scaling up,Lindsay - 319 scholes
Marcus - scaling up,Regine - doesn't matter as long as it's good
Marcus - audience,Aaron - story medium
Marcus - audience,Aaron - autonomous storytellers
Marcus - audience,Casey - Something new, totally engrossing
Marcus - audience,Karolina - Journey
Marcus - audience,Kevin - Acknolwedgement of artifice
Marcus - audience,Kyle_CH - storytelling
Marcus - audience,Vera - Energy Flow1
Marcus - audience,Vera - having a protagonist
Marcus - audience,Vera - Accessibility through strories
Marcus - global conversation,Aaron - Mini-Artificial Intelligences
Marcus - global conversation,Kevin - collaboration with machines
Marcus - global conversation,Kevin - cognition vs computation 1
Marcus - global conversation,Kyle_CH - storytelling
Marcus - global conversation,Kyle_CH - Future life storage
Marcus - global conversation,Kyle_CH - Modeling consciousness
Marcus - global conversation,Kyle_CH - modeling consciousness 2
Marcus - global conversation,Philip - all the points can flush
Marcus - global conversation,Sophy - distributed culture
Marcus - global conversation,Golan - MachineIntelligence
Marcus - modeling consciousness,Aaron - Mini-Artificial Intelligences
Marcus - modeling consciousness,Kevin - cognition vs computation 1
Marcus - modeling consciousness,Kyle_CH - Modeling consciousness
Marcus - modeling consciousness,Kyle_CH - modeling consciousness 2
Marcus - modeling consciousness,Golan - MachineIntelligence
Marcus - Epic Games predictions,Bruce - Future art
Marcus - Epic Games predictions,Greg - AI 1
Marcus - Epic Games predictions,JTNimoy - immersion2
Marcus - Epic Games predictions,Karolina - system metaphor
Marcus - Epic Games predictions,Kevin - game designers
Marcus - Epic Games predictions,Kyle_CH - storytelling
Marcus - Epic Games predictions,Kyle_CH - Modeling consciousness
Marcus - Epic Games predictions,Kyle_CH - modeling consciousness 2
Marcus - Epic Games predictions,Philip - bits and bytes
Marcus - Epic Games predictions,Shiffman - Games
Marcus - Epic Games predictions,Shiffman - reality will only get you so far
Marcus - Epic Games predictions,Golan - Singularity
Marcus - economics question,Aaron - sheep market 2
Marcus - economics question,Casey - Processing open
Marcus - economics question,Higa - not sharing its a backup
Marcus - economics question,Higa - 
Marcus - economics question,Higa - sharing accidently 1
Marcus - economics question,Higa - sharing accidently 2
Marcus - economics question,Jer - Making a tool
Marcus - economics question,Jer - Thanks
Marcus - economics question,Jer - Software1
Marcus - economics question,Jer - Software2
Marcus - economics question,Jer - Post-capitalism
Marcus - economics question,Jer - post-capitalism2
Marcus - economics question,Jer - Toxi: gurus
Marcus - economics question,Julia - open source and ego
Marcus - economics question,Julia - can't be solitary
Marcus - economics question,Maeda - Processing community
Marcus - economics question,Shiffman - Open Source Contract
Marcus - economics question,Zach - Open Frameworks 1
Marcus - economics question,Chris - EthicOfSharing
Marcus - economics question,Diederick - worldwillbecomebetter
Marcus - economics question,LIA - Sandcastles
Marcus - economics question,LIA - SkepticismAboutOpenSource
Marcus - electronic music influence,Higa - sound and video
Marcus - electronic music influence,Kyle_CH - Casey Reas Music Visualizations
Marcus - electronic music influence,Philip - audiovisual gigs
Marcus - electronic music influence,Shantell - Live performance,
Marcus - electronic music influence,Elliot - Audiovisuals
Marcus - electronic music influence,Intro - AudioVisualization
Marcus - electronic music influence,LIA - audiovisualization
Marcus - new tricks,Bruce - All of a sudden...
Marcus - new tricks,Bruce - Tidepools
Marcus - new tricks,Bruce - Trendier than thou
Marcus - new tricks,Bruce - orange
Marcus - new tricks,Bruce - Suffocated by the old
Marcus - new tricks,Higa - only meets pure geeks
Marcus - new tricks,Julia - community
Marcus - new tricks,Lindsay - memes 2
Marcus - new tricks,Maeda - Isn't it supposed to be new?
Marcus - new tricks,Marius - Becoming mid-career
Marcus - new tricks,Vera - What I like about this field
Marcus - new tricks,Zach - nerd art center
Marcus - new tricks,Damion - SmallCommunity
Marcus - new tricks,LIA - helldotcom
Marcus - lego bricks,Casey - Systems theory
Marcus - lego bricks,Higa - collaboration with machines 1
Marcus - lego bricks,Higa - collaboration with machines 2
Marcus - lego bricks,Karolina - system metaphor
Marcus - lego bricks,Marius - algorithms as parameter space
Marcus - lego bricks,Marius - parameter space
Marcus - lego bricks,Ramsey - Conway 2
Marcus - lego bricks,Ramsey - Conway 3
Marcus - lego bricks,Ramsey - emergence from simple rules
Marcus - lego bricks,Ramsey - elegant system
Marcus - lego bricks,Shiffman - Games
Marcus - lego bricks,Shiffman - NOC 2
Marcus - lego bricks,Vera - Playing with a system
Marcus - code for storytelling,Aaron - mini-brains
Marcus - code for storytelling,Aaron - mini-brains 2
Marcus - code for storytelling,Aaron - story medium
Marcus - code for storytelling,Aaron - autonomous storytellers
Marcus - code for storytelling,Aaron - exquisite forest
Marcus - code for storytelling,Bruce - Fountain pen
Marcus - code for storytelling,Casey - Tree of Life
Marcus - code for storytelling,Casey - It's not cinema not a game
Marcus - code for storytelling,Casey - Something new, totally engrossing
Marcus - code for storytelling,Jen - telling stories to engage
Marcus - code for storytelling,Karolina - motion story,
Marcus - code for storytelling,Karolina - interactive tableau
Marcus - code for storytelling,Karolina - suspension of disbelief
Marcus - code for storytelling,Karolina - Journey
Marcus - code for storytelling,Kevin - Acknolwedgement of artifice
Marcus - code for storytelling,Kevin - algo stories 1
Marcus - code for storytelling,Kevin - algo stories 2
Marcus - code for storytelling,Kyle_CH - storytelling
Marcus - code for storytelling,Lauren - Metaphors
Marcus - code for storytelling,Patricio - Playlist 1
Marcus - code for storytelling,Patricio - Playlist 2
Marcus - code for storytelling,Sophy - nonlinearity
Marcus - code for storytelling,Vera - Energy Flow1
Marcus - code for storytelling,Vera - Energy Flow2
Marcus - code for storytelling,Vera - having a protagonist
Marcus - code for storytelling,Vera - Accessibility through strories
Marius - algorithms as parameter space,Golan - woah2
Marius - algorithms as parameter space,Golan - would be boring
Marius - algorithms as parameter space,Marcus - Sims
Marius - algorithms as parameter space,Marcus - lego bricks
Marius - algorithms as parameter space,Nervous_Jesse - understanding to control 4
Marius - algorithms as parameter space,Shantell - luck
Marius - algorithms as parameter space,Shantell - Sharing creates luck
Marius - algorithms as parameter space,Shiffman - There's an element of surprise
Marius - these things are in my head,Casey - Ideally it goes beyond my imagination
Marius - these things are in my head,Maeda - last trick
Marius - these things are in my head,Maeda - self expression
Marius - these things are in my head,Patricio - Imaginative technologies 1
Marius - these things are in my head,Patricio - Imaginative technologies 2
Marius - these things are in my head,Patricio - Alchemy 1
Marius - these things are in my head,Patricio - Alchemy 2
Marius - these things are in my head,LIA - IdeaToCode
Marius - Continuous process of exploration,Bruce - Parametric vs Generative
Marius - Continuous process of exploration,Bruce - what gets you out of bed
Marius - Continuous process of exploration,Bruce - find the inner wellspring
Marius - Continuous process of exploration,Casey - branching off branching
Marius - Continuous process of exploration,Casey - Ideally it goes beyond my imagination
Marius - Continuous process of exploration,Jen - Guesswork
Marius - Continuous process of exploration,Jer - Generative Art
Marius - Continuous process of exploration,Lauren - Lifelong project
Marius - Continuous process of exploration,Shiffman - sketching with code
Marius - Continuous process of exploration,Theo - generative and pre-rendered
Marius - Continuous process of exploration,LIA - TimeStamps1
Marius - jumping from medium to medium,Binx - hybridity
Marius - jumping from medium to medium,Binx - Background
Marius - jumping from medium to medium,Binx - there was no degree
Marius - jumping from medium to medium,Bruce - Parametric vs Generative
Marius - jumping from medium to medium,Casey - Borrowing from culture
Marius - jumping from medium to medium,Golan - hybridity
Marius - jumping from medium to medium,Golan - hybridity2
Marius - jumping from medium to medium,Maeda - Artist coders coder artists
Marius - jumping from medium to medium,LIA - 3DPrintingProcess
Marius - gardening,Bruce - Gardening 1
Marius - gardening,Bruce - Gardening 2
Marius - gardening,Casey - You need noise
Marius - gardening,Nervous_Jesse - organic process
Marius - gardening,Nervous_Jesse - our explorations are random
Marius - gardening,LIA - CircleFormula1
Marius - constraining randomness,Bruce - Volition
Marius - constraining randomness,Bruce - Gardening 1
Marius - constraining randomness,Bruce - Gardening 2
Marius - constraining randomness,Casey - 10Print
Marius - constraining randomness,Casey - randomness
Marius - constraining randomness,Casey - You need noise
Marius - constraining randomness,Higa - create a system 2
Marius - constraining randomness,Higa - collaboration with machines 1
Marius - constraining randomness,Higa - collaboration with machines 2
Marius - constraining randomness,Marcus - emergence
Marius - constraining randomness,Nervous_Jesse - organic process
Marius - constraining randomness,Nervous_Jesse - understanding to control 4
Marius - constraining randomness,Nervous_Jesse - our explorations are random
Marius - constraining randomness,Nervous_Jesse - doing something new with a system
Marius - constraining randomness,Nervous_Jesse - reaction lamp
Marius - constraining randomness,Ramsey - Conway 3
Marius - constraining randomness,Ramsey - emergence from simple rules
Marius - constraining randomness,Shiffman - make it random
Marius - constraining randomness,LIA - CircleFormula1
Marius - constraining randomness,LIA - MalleableMath
Marius - constraining randomness,LIA - TimeStamps2
Marius - code can be messy,Nervous_Jesse - understanding to control 4
Marius - code can be messy,Philip - get an idea
Marius - code can be messy,Ramsey - emergence from simple rules
Marius - code can be messy,Ramsey - elegant system
Marius - code can be messy,Shiffman - There's an element of surprise
Marius - Techno-rococo,Golan - easy beauty
Marius - Techno-rococo,Paola - beauty in exile
Marius - Techno-rococo,Regine - aesthetic experience
Marius - Art world gave up on beauty,Kyle_MC - beauty
Marius - aesthetic experience,Bruce - Don't care about design
Marius - aesthetic experience,Bruce - future of the new aesthetic
Marius - aesthetic experience,Casey - Design by numbers to processing
Marius - aesthetic experience,Casey - Tron
Marius - aesthetic experience,Golan - easy beauty
Marius - aesthetic experience,Jen - visual communication
Marius - aesthetic experience,Julia - aesthetic value
Marius - aesthetic experience,Nervous_Jessica - I create the work that I love
Marius - aesthetic experience,Nervous_Jessica - knowing it's beautiful
Marius - aesthetic experience,Paola - beauty in exile
Marius - aesthetic experience,Paola - Paola's Republic
Marius - aesthetic experience,Shiffman - Carl Sims
Marius - aesthetic experience,Zach - more poetry, less demo
Marius - aesthetic experience,LIA - Art1
Marius - reach your visual cortex,Bruce - Techno in Berlin
Marius - reach your visual cortex,Higa - sound and video
Marius - reach your visual cortex,Julia - how it makes me feel
Marius - reach your visual cortex,Marcus - Audiovisual glue
Marius - reach your visual cortex,Philip - image is in your brain
Marius - reach your visual cortex,Shantell - Future gesture
Marius - reach your visual cortex,LIA - PatternsIntheBrain
Marius - reach your visual cortex,LIA - audiovisualization
Marius - culturally biased aesthetic,Bruce - Don't care about design
Marius - culturally biased aesthetic,Fernanda - beautiful evidence 2
Marius - culturally biased aesthetic,Fernanda - aesthetics as communication
Marius - culturally biased aesthetic,Golan - easy beauty
Marius - culturally biased aesthetic,Julia - aesthetic value
Marius - culturally biased aesthetic,Kyle_MC - beauty
Marius - culturally biased aesthetic,Nervous_Jessica - knowing it's beautiful
Marius - culturally biased aesthetic,Paola - beauty in exile
Marius - culturally biased aesthetic,Regine - Boring beauty
Marius - culturally biased aesthetic,Shiffman - Carl Sims
Marius - Aesthetic with no references,,Kyle_MC - new aesthetic 1
Marius - Aesthetic with no references,,Philip - system in your head
Marius - Machines change the way we see,Casey - Computer as collaborator
Marius - Machines change the way we see,Greg - Doug Engelbart part 1
Marius - Machines change the way we see,Greg - human augmentation
Marius - Machines change the way we see,Greg - object oriented ontology 1
Marius - Machines change the way we see,Greg - Object Oriented Ontology 2
Marius - Machines change the way we see,Joel - Bicycles for the Mind
Marius - Machines change the way we see,Julian - Critical engineering
Marius - Machines change the way we see,Julian - change the way we see tech
Marius - Machines change the way we see,Julian - Shapes the way we think
Marius - Machines change the way we see,Kevin - algo culture 2
Marius - Machines change the way we see,Joel - Bicycles1
Marius - Living in a state of newness since age 10,Aaron - curiosity
Marius - Living in a state of newness since age 10,Bruce - aborted projects
Marius - Living in a state of newness since age 10,Bruce - New media Wow
Marius - Living in a state of newness since age 10,Bruce - hamster herding
Marius - Living in a state of newness since age 10,Bruce - A sappy Singularity
Marius - Living in a state of newness since age 10,Bruce - talking about the future as history
Marius - Living in a state of newness since age 10,Golan - staring down the barrel
Marius - Living in a state of newness since age 10,Julian - toolkit culture
Marius - Living in a state of newness since age 10,Julian - science fiction
Marius - Living in a state of newness since age 10,Kyle_MC - Transparent tech 2
Marius - Living in a state of newness since age 10,Philip - young medium
Marius - Living in a state of newness since age 10,Regine - imagining the future
Marius - Living in a state of newness since age 10,Theo - newness
Marius - Thoroughly enjoying it at the moment,Aaron - curiosity
Marius - Thoroughly enjoying it at the moment,Bruce - aborted projects
Marius - Thoroughly enjoying it at the moment,Bruce - digital status quo
Marius - Thoroughly enjoying it at the moment,Bruce - New media Wow
Marius - Thoroughly enjoying it at the moment,Bruce - hamster herding
Marius - Thoroughly enjoying it at the moment,Bruce - A sappy Singularity
Marius - Thoroughly enjoying it at the moment,Bruce - talking about the future as history
Marius - Thoroughly enjoying it at the moment,Julian - toolkit culture
Marius - Thoroughly enjoying it at the moment,Julian - science fiction
Marius - Thoroughly enjoying it at the moment,Kyle_MC - shaping the direction
Marius - Thoroughly enjoying it at the moment,Regine - imagining the future
Marius - Thoroughly enjoying it at the moment,Sophy - distributed culture
Marius - Thoroughly enjoying it at the moment,Theo - newness
Marius - Digi meets physical,Bruce - 3D printed buildings
Marius - Digi meets physical,Nervous_Jessica - Design process 2
Marius - Digi meets physical,Nervous_Jessica - Big 3D printers Long quote
Marius - Digi meets physical,Nervous_Jessica - Design process
Marius - Digi meets physical,Nervous_Jessica - Marker 2
Marius - cross discplines,Binx - Background
Marius - cross discplines,Binx - there was no degree
Marius - cross discplines,Bruce - All of a sudden...
Marius - cross discplines,Bruce - beauty of code 4
Marius - cross discplines,Golan - people like myself
Marius - cross discplines,Golan - finding a community
Marius - cross discplines,Paola - the tribe
Marius - I hate the word nerd,Binx - Background
Marius - I hate the word nerd,Binx - brogrammers
Marius - I hate the word nerd,Bruce - All of a sudden...
Marius - I hate the word nerd,Bruce - Tidepools
Marius - I hate the word nerd,Bruce - Geeks with style
Marius - I hate the word nerd,Bruce - beauty of code 4
Marius - I hate the word nerd,Bruce - FFFFFAT Lab
Marius - I hate the word nerd,Golan - people like myself
Marius - I hate the word nerd,Golan - finding a community
Marius - I hate the word nerd,Higa - only meets pure geeks
Marius - I hate the word nerd,Jen - grouping people
Marius - I hate the word nerd,Jer - Desire to get together
Marius - I hate the word nerd,JTNimoy - I addicted myself
Marius - I hate the word nerd,JTNimoy - geek culture
Marius - I hate the word nerd,Julia - community
Marius - I hate the word nerd,Kyle_MC - they all wear the same glasses
Marius - I hate the word nerd,Lindsay - memes 2
Marius - I hate the word nerd,Marcus - skating to coding
Marius - I hate the word nerd,Marcus - community styles
Marius - I hate the word nerd,Marcus - new tricks
Marius - I hate the word nerd,Paola - the tribe
Marius - I hate the word nerd,Sophy - Strange cultures
Marius - I hate the word nerd,Vera - What I like about this field
Marius - I hate the word nerd,Zach - nerd art center
Marius - I hate the word nerd,Damion - ShiftingIdeaOfCoding
Marius - I hate the word nerd,Damion - SmallCommunity
Marius - I hate the word nerd,Diederick - hackathon2
Marius - I hate the word nerd,LIA - helldotcom
Marius - Stylistic darwinism,Martin - evolution of interfaces
Marius - Stylistic darwinism,Shiffman - Carl Sims
Marius - if it's not interesting I abandon it,Higa - create a system 2
Marius - cyperpunk history,Bruce - not one cyberpunk idea
Marius - cyperpunk history,Bruce - Not one idea of the future
Marius - cyperpunk history,Bruce - atemporality
Marius - cyperpunk history,JTNimoy - be a robot
Marius - cyperpunk history,Kevin - cognition vs computation 1
Marius - cyperpunk history,Kyle_CH - Modeling consciousness
Marius - cyperpunk history,Lauren - wearables 1
Marius - cyperpunk history,Lauren - swapping perspectives 2
Marius - cyperpunk history,Ramsey - Google glass
Marius - cyperpunk history,Ramsey - google's business model 1
Marius - cyperpunk history,Ramsey - google's business model 2
Marius - cyperpunk history,Regine - elitist and their gadgets
Marius - cyperpunk history,Sophy - techno-fungus
Marius - We've embraced Dystopia,Bruce - not one cyberpunk idea
Marius - We've embraced Dystopia,Bruce - Not one idea of the future
Marius - We've embraced Dystopia,Bruce - 2060s (Lashup 5)
Marius - We've embraced Dystopia,Julian - Ray Bradbury story
Marius - We've embraced Dystopia,Kevin - algo trading 1
Marius - We've embraced Dystopia,Kevin - algo trading 2
Marius - We've embraced Dystopia,Kevin - algo trading 3
Marius - We've embraced Dystopia,Kevin - algo trading 6
Marius - We've embraced Dystopia,Ramsey - algorithms run wild
Marius - We've embraced Dystopia,Ramsey - Google glass
Marius - We've embraced Dystopia,Ramsey - google's business model 1
Marius - We've embraced Dystopia,Ramsey - google's business model 2
Marius - Predicting the internet,Aaron - dreaming together
Marius - Predicting the internet,Bruce - Future camera 1
Marius - Predicting the internet,Bruce - Everted Cyberspace
Marius - Predicting the internet,Bruce - past and future
Marius - Predicting the internet,Bruce - relating to history through networks
Marius - Predicting the internet,Julia - Who owns the internet?
Marius - Predicting the internet,Julian - I love networks
Marius - Predicting the internet,Karsten - DarkNet
Marius - Predicting the internet,Kevin - Networked intelligence
Marius - Predicting the internet,Kevin - Getting smarter together
Marius - Predicting the internet,Martin - what the world is thinking
Marius - Predicting the internet,Martin - Are we getting smarter?
Marius - Predicting the internet,Martin - Are we getting smarter 2
Marius - Predicting the internet,Philip - in touch all the time
Marius - Predicting the internet,Ramsey - resilient internet
Marius - Predicting the internet,Ramsey - the internet 1
Marius - Predicting the internet,Ramsey - distributed model
Marius - Predicting the internet,Regine - twitter, future
Marius - Predicting the internet,Golan - Network1
Marius - Predicting the internet,Golan - Network2
Marius - color 3D printing,Bruce - digital status quo
Marius - 3D printing,Nervous_Jesse - making things
Marius - 3D printing,Nervous_Jessica - Design process 2
